Date,MANCHIN:open,MANCHIN:low,MANCHIN:high,MANCHIN:close,MANCHIN:volume,MANCHIN:average,MANCHIN:price_norm,MANCHIN:current_date,MANCHIN:sentiment,MANCHIN:volume_adi,MANCHIN:volume_obv,MANCHIN:volume_cmf,MANCHIN:volume_fi,MANCHIN:volume_em,MANCHIN:volume_sma_em,MANCHIN:volume_vpt,MANCHIN:volume_nvi,MANCHIN:volatility_atr,MANCHIN:volatility_bbm,MANCHIN:volatility_bbh,MANCHIN:volatility_bbl,MANCHIN:volatility_bbw,MANCHIN:volatility_bbhi,MANCHIN:volatility_bbli,MANCHIN:volatility_kcc,MANCHIN:volatility_kch,MANCHIN:volatility_kcl,MANCHIN:volatility_kchi,MANCHIN:volatility_kcli,MANCHIN:volatility_dcl,MANCHIN:volatility_dch,MANCHIN:volatility_dchi,MANCHIN:volatility_dcli,MANCHIN:trend_macd,MANCHIN:trend_macd_signal,MANCHIN:trend_macd_diff,MANCHIN:trend_ema_fast,MANCHIN:trend_ema_slow,MANCHIN:trend_adx,MANCHIN:trend_adx_pos,MANCHIN:trend_adx_neg,MANCHIN:trend_vortex_ind_pos,MANCHIN:trend_vortex_ind_neg,MANCHIN:trend_vortex_ind_diff,MANCHIN:trend_trix,MANCHIN:trend_mass_index,MANCHIN:trend_cci,MANCHIN:trend_dpo,MANCHIN:trend_kst,MANCHIN:trend_kst_sig,MANCHIN:trend_kst_diff,MANCHIN:trend_ichimoku_a,MANCHIN:trend_ichimoku_b,MANCHIN:trend_visual_ichimoku_a,MANCHIN:trend_visual_ichimoku_b,MANCHIN:trend_aroon_up,MANCHIN:trend_aroon_down,MANCHIN:trend_aroon_ind,MANCHIN:trend_psar,MANCHIN:trend_psar_up,MANCHIN:trend_psar_down,MANCHIN:trend_psar_up_indicator,MANCHIN:trend_psar_down_indicator,MANCHIN:momentum_rsi,MANCHIN:momentum_mfi,MANCHIN:momentum_tsi,MANCHIN:momentum_uo,MANCHIN:momentum_stoch,MANCHIN:momentum_stoch_signal,MANCHIN:momentum_wr,MANCHIN:momentum_ao,MANCHIN:momentum_kama,MANCHIN:momentum_roc,MANCHIN:others_dr,MANCHIN:others_dlr,MANCHIN:others_cr
2017-02-11,0.62,0.62,0.62,0.62,0,0.0,1.0,2017-02-11,-0.19654999999999997,-80.85714285714289,50,-0.2511091393078972,,,395.11713776419913,1.4666666666666681,1148.148148148148,0.07469999999999999,0.6218181818181817,0.7233762912274103,0.5202600724089531,0.2031162188184572,0.0,0.0,0.6179999999999999,0.6179999999999999,0.549,0.0,0.0,0.54,0.69,0.0,0.0,,,,,,0.0,0.0,0.0,,,,,0.0,-7.638888888888557,0.08024748165651052,-119.97449672151875,-95.03093876067459,-24.94355796084416,0.64,0.64,0.6978180574555404,0.6880232558139534,4.0,16.0,-12.0,0.6965515579392,,0.6965515579392,0.0,0.0,41.72022837738415,,-29.656813472475633,,39.99999999999999,36.66666666666666,-60.000000000000014,-0.012090909090909263,0.62,,0.0,0.0,-10.144927536231874
2017-02-12,0.62,0.62,0.62,0.62,0,0.0,1.0,2017-02-12,-0.053800000000000014,-80.85714285714289,50,-0.2511091393078972,,,395.11713776419913,0.0,1148.148148148148,0.06722999999999998,0.6216666666666666,0.7189063476387654,0.5244269856945678,0.19447936194419757,0.0,0.0,0.6123333333333332,0.6123333333333332,0.5573333333333335,0.0,0.0,0.54,0.69,0.0,0.0,,,,0.6256315128559535,,0.0,0.0,0.0,,,,,0.0,-7.599309153713099,0.06833333333333336,-125.88874402065554,-107.10902728818672,-18.779716732468813,0.6275,0.64,0.6978180574555404,0.6880232558139534,4.0,16.0,-12.0,0.690289495621632,,0.690289495621632,0.0,0.0,41.72022837738415,,-27.27945375954785,,39.99999999999999,40.0,-60.000000000000014,-0.01175000000000015,0.62,,0.0,0.0,-10.144927536231874
2017-02-13,0.62,0.6,0.62,0.6,1,0.6,0.9677419354838709,2017-02-13,-0.017859999999999997,-81.85714285714289,49,-0.25342768686421946,,-20000.000000000036,-2154.2725044563304,-0.03225806451612906,1148.148148148148,0.062507,0.6199999999999999,0.7141357448663281,0.5258642551336716,0.1882714897326565,0.0,0.0,0.6053333333333332,0.6053333333333332,0.5623333333333335,0.0,0.0,0.54,0.69,0.0,0.0,,,,0.6216882031858069,,0.0,0.0,0.0,,,,,0.0,-39.82346832814117,0.07000000000000006,-134.38046803452787,-114.1957732379712,-20.18469479655667,0.6174999999999999,0.64,0.6978180574555404,0.6880232558139534,4.0,16.0,-12.0,0.6842779157967667,,0.6842779157967667,0.0,0.0,37.25323643792313,,-26.934677954164744,,29.99999999999998,36.66666666666666,-70.00000000000003,-0.01069230769230789,0.6188543844698713,-13.043478260869563,-3.2258064516129115,-3.278982282299092,-13.043478260869556
2017-02-14,0.6,0.6,0.6,0.6,0,0.0,1.0,2017-02-14,0.025290000000000014,-81.85714285714289,49,-0.25342768686421946,-0.2629171661792468,,-2154.2725044563304,-0.03225806451612906,1148.148148148148,0.056256299999999995,0.6185714285714284,0.7098659731924024,0.5272768839504545,0.18258908924194794,0.0,0.0,0.6063333333333332,0.6063333333333332,0.5783333333333334,0.0,0.0,0.54,0.69,0.0,0.0,,,,0.6183515565418366,,0.0,0.0,0.0,0.8352941176470589,1.0,-0.16470588235294115,,0.0,-55.78996718237198,0.07142857142857151,-127.50176526642312,-116.9572983992937,-10.544466867129415,0.6125,0.64,0.6978180574555404,0.6880232558139534,4.0,16.0,-12.0,0.678506799164896,,0.678506799164896,0.0,0.0,37.25323643792313,34.24366775152116,-26.676132164936302,,29.99999999999998,33.333333333333314,-70.00000000000003,-0.00907142857142873,0.6172652011794867,-13.043478260869563,0.0,0.0,-13.043478260869556
2017-02-15,0.6,0.6,0.6,0.6,0,0.0,1.0,2017-02-15,0.023729999999999994,-81.85714285714289,49,-0.25342768686421946,-0.225357571010783,,-2154.2725044563304,0.0,1148.148148148148,0.05063067,0.6173333333333332,0.7060175421243512,0.5286491245423152,0.17736841758203603,0.0,0.0,0.6086666666666665,0.6086666666666665,0.5916666666666667,0.0,0.0,0.54,0.69,0.0,0.0,,,,0.6155282401507848,,0.0,0.0,0.0,1.0,1.1971830985915493,-0.19718309859154926,,0.0,-53.45911949685484,-0.07733333333333314,-120.51453920747204,-118.94246510962165,-1.5720740978503898,0.6275,0.64,0.6978180574555404,0.6880232558139534,4.0,16.0,-12.0,0.6729665271983002,,0.6729665271983002,0.0,0.0,37.25323643792313,34.24366775152116,-26.475552157398297,,29.99999999999998,29.99999999999997,-70.00000000000003,-0.009666666666666712,0.6158099657002584,-13.043478260869563,0.0,0.0,-13.043478260869556
2017-02-16,0.6,0.6,0.6,0.6,1,0.6,1.0,2017-02-16,-0.17295,-81.85714285714289,50,-0.25264550264550273,-0.19316363229495687,0.0,-1914.9088928500714,0.0,1148.148148148148,0.045567603,0.6162499999999999,0.7025271696336868,0.5299728303663129,0.17255433926737385,0.0,0.0,0.6086666666666665,0.6086666666666665,0.6006666666666667,0.0,1.0,0.54,0.69,0.0,0.0,,,,0.6131392801275871,,0.0,2.816901408450707,12.676056338028166,1.0,1.2456140350877194,-0.2456140350877194,,0.0,-51.398337112622464,-0.07624999999999982,-125.22039920618188,-121.22441496387643,-3.995984242305454,0.625,0.64,0.6978180574555404,0.6880232558139534,4.0,16.0,-12.0,0.6676478661103682,,0.6676478661103682,0.0,0.0,37.25323643792313,34.24366775152116,-26.315803710559955,,29.99999999999998,29.99999999999997,-70.00000000000003,-0.01243749999999999,0.6141648079791077,11.1111111111111,0.0,0.0,-13.043478260869556
2017-02-17,0.6,0.6,0.6,0.6,0,0.0,1.0,2017-02-17,-0.014740000000000003,-81.85714285714289,50,-0.25264550264550273,-0.1655688276813916,,-2154.2725044563304,0.0,1148.148148148148,0.0410108427,0.6152941176470587,0.6993438639976081,0.5312443712965093,0.1680994927010988,0.0,0.0,0.6066666666666664,0.6066666666666664,0.6006666666666667,0.0,1.0,0.54,0.69,0.0,0.0,,,,0.6111178524156506,,0.0,2.816901408450707,12.676056338028166,1.0,1.3255813953488373,-0.32558139534883734,,0.42405957569839486,-49.70760233918079,0.014705882352941346,-128.91802845844782,-123.35198703966951,-5.566041418778312,0.625,0.64,0.6978180574555404,0.6880232558139534,4.0,16.0,-12.0,0.6625419514659535,,0.6625419514659535,0.0,0.0,37.25323643792313,34.24366775152116,-26.185894583776626,,39.999999999999986,33.33333333333331,-60.000000000000014,-0.01535294117647057,0.6131683345461663,11.1111111111111,0.0,0.0,-13.043478260869556
2017-02-18,0.6,0.6,0.6,0.6,0,0.0,1.0,2017-02-18,0.13758,-81.85714285714289,50,-0.25264550264550273,-0.1419161380126214,,-1283.4542908072358,0.0,1148.148148148148,0.03690975843,0.6144444444444442,0.6964260744253185,0.53246281446357,0.16396325996174843,0.0,0.0,0.6059999999999997,0.6059999999999997,0.602,0.0,1.0,0.54,0.69,0.0,0.0,,,,0.6094074135824736,,0.0,2.8169014084507067,12.676056338028166,1.214285714285714,1.3214285714285714,-0.10714285714285743,,0.8149656579235274,-48.29545454545414,0.005555555555555758,-130.58383523472295,-125.22502894481482,-5.358806289908131,0.625,0.64,0.6978180574555404,0.6880232558139534,4.0,16.0,-12.0,0.6576402734073153,,0.6576402734073153,0.0,0.0,37.25323643792313,53.32242122824137,-26.07844837213354,,54.545454545454504,41.51515151515148,-45.4545454545455,-0.016388888888888897,0.6131135235803133,-4.761904761904765,0.0,0.0,-13.043478260869556
2017-02-19,0.6,0.6,0.6,0.6,28,0.6,1.0,2017-02-19,0.04835999999999999,-81.85714285714289,78,-0.2325487012987014,-0.12164240401081836,0.0,-667.2077922077971,0.0,1148.148148148148,0.033218782587,0.6136842105263156,0.6937395930182378,0.5336288280343934,0.16011076498384447,0.0,0.0,0.6059999999999997,0.6059999999999997,0.602,0.0,1.0,0.54,0.69,0.0,0.0,,,,0.60796011918517,,0.0,2.8169014084507067,12.676056338028166,1.3529411764705879,1.2941176470588238,0.05882352941176405,,1.1775263075275206,-47.098279381743424,-0.013684210526315632,-121.72125136717038,-126.07816972412446,4.356918356954083,0.625,0.64,0.6978180574555404,0.6880232558139534,4.0,16.0,-12.0,0.6529346624710227,,0.6529346624710227,0.0,0.0,37.25323643792313,73.8255033557047,-25.988330398417137,,66.66666666666663,53.7373737373737,-33.33333333333337,-0.01552631578947361,0.6130589407558376,-3.2258064516129057,0.0,0.0,-13.043478260869556
2017-02-20,0.6,0.53,0.6,0.53,27,0.5374,0.8833333333333334,2017-02-20,-0.17515999999999998,-108.85714285714289,51,-0.28722201281568044,-0.3742649177235584,-9074.074074074062,-1677.789802789806,-3.1499999999999977,1014.1975308641976,0.03689690432829999,0.6094999999999998,0.6956336171305952,0.5233663828694044,0.17226723426119084,0.0,0.0,0.5999999999999998,0.5999999999999998,0.591,0.0,1.0,0.53,0.69,0.0,1.0,,,,0.5959662546951439,,0.0,2.46488722530022,23.588496015693245,0.9333333333333332,1.2000000000000002,-0.26666666666666694,,2.049003673769434,-176.87074829931922,-0.009499999999999842,-124.26210865595202,-126.5545710501726,2.2924623942205784,0.605,0.635,0.6978180574555404,0.6880232558139534,4.0,80.0,-76.0,0.6484172759721818,,0.6484172759721818,0.0,0.0,22.861076093780497,45.73675496688742,-31.08024495846564,,0.0,40.40404040404037,-100.0,-0.019999999999999907,0.5761438559754654,-11.666666666666659,-11.666666666666659,-12.405264866997879,-23.188405797101442
2017-02-21,0.53,0.53,0.53,0.53,0,0.0,1.0,2017-02-21,-0.03802000000000001,-108.85714285714289,51,-0.28722201281568044,-0.3207985009059072,,-4874.088103254774,-3.1499999999999977,1014.1975308641976,0.033207213895469996,0.6014999999999998,0.6859452485341831,0.5170547514658165,0.16889049706836667,0.0,0.0,0.5909999999999997,0.5909999999999997,0.5820000000000001,0.0,1.0,0.53,0.69,0.0,1.0,,,,0.5858176001266602,,0.0,2.46488722530022,23.58849601569325,0.38461538461538497,1.769230769230769,-1.384615384615384,,2.7911315164589725,-243.46405228758127,0.018500000000000183,-132.78408286200434,-127.32071981032247,-5.463363051681867,0.605,0.635,0.6978180574555404,0.6880232558139534,4.0,80.0,-76.0,0.6413122394138508,,0.6413122394138508,0.0,0.0,22.861076093780497,43.56435643564357,-34.91089187588693,,0.0,22.222222222222204,-100.0,-0.03004761904761899,0.5556354755419253,-11.666666666666659,0.0,0.0,-23.188405797101442
2017-02-22,0.53,0.53,0.53,0.53,0,0.0,1.0,2017-02-22,0.22532999999999997,-108.85714285714289,51,-0.28722201281568044,-0.2749701436336348,,-5723.905723905729,0.0,1014.1975308641976,0.029886492505922995,0.5934999999999998,0.6730675813381302,0.5139324186618695,0.1591351626762607,0.0,0.0,0.5819999999999997,0.5819999999999997,0.5730000000000001,0.0,1.0,0.53,0.69,0.0,1.0,,,,0.5772302770302509,,0.0,2.46488722530022,23.588496015693245,0.363636363636364,1.818181818181818,-1.454545454545454,,3.4373447870624494,-217.54385964912225,0.02650000000000019,-140.654848181943,-128.01787316003526,-12.636975021907745,0.6,0.635,0.6978180574555404,0.6880232558139534,4.0,80.0,-76.0,0.6346335050490198,,0.6346335050490198,0.0,0.0,22.861076093780497,63.44827586206896,-37.889969817858834,,0.0,0.0,-100.0,-0.04045454545454541,0.5442419308566252,-14.51612903225806,0.0,0.0,-23.188405797101442
2017-02-23,0.53,0.53,0.53,0.53,0,0.0,1.0,2017-02-23,0.04019,-108.85714285714289,51,-0.3663663663663664,-0.23568869454311556,,-5723.905723905729,0.0,1014.1975308641976,0.026897843255330695,0.5854999999999998,0.6563449010162337,0.5146550989837659,0.14168980203246773,0.0,0.0,0.5743333333333331,0.5743333333333331,0.5673333333333334,0.0,1.0,0.53,0.63,0.0,1.0,,,,0.5699640805640585,,0.0,2.46488722530022,23.58849601569325,0.363636363636364,1.636363636363636,-1.272727272727272,,4.009598472526237,-174.06060606060535,0.0345000000000002,-145.19688849145834,-129.98399796281694,-15.212890528641395,0.6,0.635,0.6978180574555404,0.6880232558139534,4.0,80.0,-76.0,0.6283554947460787,,0.6283554947460787,0.0,0.0,22.861076093780497,63.44827586206896,-40.26715687008339,,0.0,0.0,-100.0,-0.05117391304347818,0.5379121838092362,-14.51612903225806,0.0,0.0,-23.188405797101442
2017-02-24,0.53,0.53,0.53,0.53,0,0.0,1.0,2017-02-24,-0.36823,-108.85714285714289,51,-0.0944206008583691,-0.2020188810369562,,-7268.5185185185255,0.0,1014.1975308641976,0.024208058929797625,0.5849999999999997,0.6572495674727533,0.5127504325272462,0.14449913494550715,0.0,0.0,0.5673333333333332,0.5673333333333332,0.5603333333333335,0.0,1.0,0.53,0.63,0.0,1.0,,,,0.5638157604772802,,0.0,2.4648872253002194,23.588496015693245,0.2222222222222225,2.0,-1.7777777777777775,,4.5230834265194595,-139.81139811398037,0.015000000000000235,-145.75342155459688,-132.7883182236086,-12.965103330988285,0.6,0.635,0.6978180574555404,0.6880232558139534,4.0,80.0,-76.0,0.6224541650613139,,0.6224541650613139,0.0,0.0,22.861076093780497,0.0,-42.20329428631726,,0.0,0.0,-100.0,-0.0621666666666667,0.5343956576717979,-14.51612903225806,0.0,0.0,-23.188405797101442
2017-02-25,0.53,0.53,0.53,0.53,0,0.0,1.0,2017-02-25,-0.024679999999999997,-108.85714285714289,51,0.15934065934065933,-0.17315904088881962,,-7268.5185185185255,0.0,1014.1975308641976,0.021787253036817864,0.5844999999999997,0.6581138573911185,0.5108861426088809,0.14722771478223762,0.0,0.0,0.5603333333333332,0.5603333333333332,0.5533333333333335,0.0,1.0,0.53,0.63,0.0,1.0,,,,0.5586133357884678,,0.0,2.4648872253002194,23.588496015693245,0.0,2.0,-2.0,,4.988746213557015,-119.64873765093252,0.015500000000000291,-147.6395101267779,-135.27933054811925,-12.36017957865866,0.6,0.635,0.6978180574555404,0.6880232558139534,4.0,80.0,-76.0,0.6169069151576351,,0.6169069151576351,0.0,0.0,22.861076093780497,0.0,-43.80667579910293,,0.0,0.0,-100.0,-0.06640000000000001,0.5324420320398877,-11.666666666666659,0.0,0.0,-23.188405797101442
2017-02-26,0.53,0.53,0.53,0.53,0,0.0,1.0,2017-02-26,0.03561,-108.85714285714289,51,-0.11678832116788321,-0.1484220350475597,,-7268.5185185185255,0.0,1014.1975308641976,0.019608527733136077,0.5794999999999997,0.6536552425658492,0.5053447574341502,0.14831048513169898,0.0,0.0,0.5533333333333333,0.5533333333333333,0.5463333333333336,0.0,1.0,0.53,0.62,0.0,1.0,-0.03248488405186112,,,0.5542112841287036,0.5866961681805647,0.0,2.4648872253002194,23.58849601569324,0.0,2.0,-2.0,,5.414735526456018,-101.89810189810129,0.020500000000000296,-152.4435323575378,-137.8932754257959,-14.550256931741899,0.6,0.635,0.6978180574555404,0.6880232558139534,4.0,76.0,-72.0,0.611692500248177,,0.611692500248177,0.0,0.0,22.861076093780497,0.0,-45.152891408546544,,0.0,0.0,-100.0,-0.06384615384615389,0.5313566844666043,-11.666666666666659,0.0,0.0,-23.188405797101442
2017-02-27,0.53,0.53,0.53,0.53,0,0.0,1.0,2017-02-27,-0.15405,-108.85714285714289,51,-0.12030075187969924,-0.1272188871836226,,-3024.6913580246887,0.0,1014.1975308641976,0.017647674959822467,0.5749999999999996,0.6496993975879318,0.5003006024120674,0.1493987951758644,0.0,0.0,0.5463333333333333,0.5463333333333333,0.5393333333333337,0.0,1.0,0.53,0.62,0.0,1.0,-0.03200998083321527,,,0.550486471185826,0.5824964520190413,0.0,2.464887225300219,23.58849601569324,0.0,2.285714285714286,-2.285714285714286,,5.807280819428042,-88.91013384321182,0.025000000000000355,-156.99409836709953,-140.8277491071711,-16.166349259928438,0.6,0.635,0.6699999999999999,0.6699999999999999,4.0,72.0,-68.0,0.6067909502332864,,0.6067909502332864,0.0,0.0,22.861076093780497,0.0,-46.29630990633557,,0.0,0.0,-100.0,-0.06148148148148158,0.530753713592558,-11.666666666666659,0.0,0.0,-23.188405797101442
