Date,NELSON:open,NELSON:low,NELSON:high,NELSON:close,NELSON:volume,NELSON:average,NELSON:price_norm,NELSON:current_date,NELSON:sentiment,NELSON:volume_adi,NELSON:volume_obv,NELSON:volume_cmf,NELSON:volume_fi,NELSON:volume_em,NELSON:volume_sma_em,NELSON:volume_vpt,NELSON:volume_nvi,NELSON:volatility_atr,NELSON:volatility_bbm,NELSON:volatility_bbh,NELSON:volatility_bbl,NELSON:volatility_bbw,NELSON:volatility_bbhi,NELSON:volatility_bbli,NELSON:volatility_kcc,NELSON:volatility_kch,NELSON:volatility_kcl,NELSON:volatility_kchi,NELSON:volatility_kcli,NELSON:volatility_dcl,NELSON:volatility_dch,NELSON:volatility_dchi,NELSON:volatility_dcli,NELSON:trend_macd,NELSON:trend_macd_signal,NELSON:trend_macd_diff,NELSON:trend_ema_fast,NELSON:trend_ema_slow,NELSON:trend_adx,NELSON:trend_adx_pos,NELSON:trend_adx_neg,NELSON:trend_vortex_ind_pos,NELSON:trend_vortex_ind_neg,NELSON:trend_vortex_ind_diff,NELSON:trend_trix,NELSON:trend_mass_index,NELSON:trend_cci,NELSON:trend_dpo,NELSON:trend_kst,NELSON:trend_kst_sig,NELSON:trend_kst_diff,NELSON:trend_ichimoku_a,NELSON:trend_ichimoku_b,NELSON:trend_visual_ichimoku_a,NELSON:trend_visual_ichimoku_b,NELSON:trend_aroon_up,NELSON:trend_aroon_down,NELSON:trend_aroon_ind,NELSON:trend_psar,NELSON:trend_psar_up,NELSON:trend_psar_down,NELSON:trend_psar_up_indicator,NELSON:trend_psar_down_indicator,NELSON:momentum_rsi,NELSON:momentum_mfi,NELSON:momentum_tsi,NELSON:momentum_uo,NELSON:momentum_stoch,NELSON:momentum_stoch_signal,NELSON:momentum_wr,NELSON:momentum_ao,NELSON:momentum_kama,NELSON:momentum_roc,NELSON:others_dr,NELSON:others_dlr,NELSON:others_cr
2017-09-27,0.73,0.73,0.73,0.73,0,0.0,1.0,2017-09-27,0.14500000000000002,-57.0,867,0.6827794561933535,1.7786788991866131,,30.54989816700696,21.042857142857162,753.8956969747628,0.004129885192309348,0.7050000000000008,0.723439088914577,0.6865609110854247,0.03687817782915226,1.0,0.0,0.7049999999999994,0.7049999999999994,0.7019999999999998,1.0,0.0,0.7,0.73,1.0,0.0,0.0009411078923383664,-0.002234164264074053,0.0031752721564124193,0.7095889416157625,0.7086478337234241,,61.197515248454174,26.960187271036983,2.3333333333333197,0.333333333333342,1.9999999999999778,-0.05373059128076338,22.98205691695921,260.7944732297014,-0.005000000000000893,-14.208106834819196,-19.446519298439128,5.238412463619932,0.7124999999999999,0.71,0.7124999999999999,0.7,20.0,28.000000000000004,-8.000000000000004,0.6908,0.6908,,0.0,0.0,71.94277095108951,100.0,3.4544311150860247,94.28571428571404,100.0,83.3333333333333,-0.0,0.00047058823529311233,,4.28571428571429,0.0,0.0,2.8169014084507005
2017-09-28,0.73,0.71,0.73,0.71,15,0.7167,0.9726027397260274,2017-09-28,0.1856,-72.0,852,0.6827794561933535,1.4817247707313828,-1333.3333333333358,-310.42090970807874,-0.41095890410958946,753.8956969747628,0.005716896673078415,0.7050000000000007,0.7234390889145769,0.6865609110854246,0.03687817782915226,0.0,0.0,0.7066666666666661,0.7066666666666661,0.7016666666666664,0.0,0.0,0.7,0.73,0.0,0.0,0.0009041871788280087,-0.0016064939754936408,0.0025106811543216495,0.7096521813671837,0.7087479941883557,,44.474926394901985,46.91875508621881,1.1999999999999968,0.4000000000000049,0.7999999999999919,-0.042039450909448134,24.37957729002666,122.62521588946277,-0.005000000000000782,-11.879431076565968,-18.99803630396175,7.118605227395783,0.7124999999999999,0.71,0.7124999999999999,0.7050000000000001,16.0,24.0,-8.0,0.691584,0.691584,,0.0,0.0,50.959216972728704,97.04889230515826,3.1808772886557057,58.57142857142846,33.333333333333336,77.77777777777773,-66.66666666666667,0.0038823529411754487,,1.42857142857143,-2.73972602739726,-2.777956410707577,0.0
2017-09-29,0.71,0.71,0.71,0.71,8,0.71,1.0,2017-09-29,-0.16242,-72.0,860,0.7395348837209302,1.2700498034840424,-0.0,-310.42090970807874,-0.41095890410958946,753.8956969747628,0.005145207005770573,0.7055000000000009,0.7239119526395132,0.6870880473604886,0.03682390527902468,0.0,0.0,0.7076666666666661,0.7076666666666661,0.7026666666666664,0.0,0.0,0.7,0.73,0.0,0.0,0.0008649565664898828,-0.0011122038670969363,0.001977160433586819,0.7097056919260785,0.7088407353595886,,44.474926394901985,46.9187550862188,1.1999999999999968,0.8000000000000032,0.3999999999999937,-0.032146646741464786,25.280746877077867,47.97353184449813,-0.005500000000000949,-9.26302896016385,-18.042116190008965,8.779087229845116,0.7124999999999999,0.71,0.7124999999999999,0.7050000000000001,12.0,20.0,-8.0,0.69235232,0.69235232,,0.0,0.0,50.959216972728704,95.55885930531153,2.9901019781718228,58.57142857142846,33.333333333333336,55.55555555555551,-66.66666666666667,0.005588235294116561,,1.42857142857143,0.0,0.0,0.0
2017-09-30,0.71,0.71,0.71,0.71,0,0.0,1.0,2017-09-30,0.03844999999999999,-72.0,860,0.7391304347826086,1.0886141172720365,,-310.42090970807874,0.0,753.8956969747628,0.004630686305193516,0.7055000000000009,0.7239119526395132,0.6870880473604886,0.03682390527902468,0.0,0.0,0.7086666666666661,0.7086666666666661,0.7036666666666664,0.0,0.0,0.7,0.73,0.0,0.0,0.0008243632768633047,-0.0007248904383048882,0.001549253715168193,0.7097509700912972,0.7089266068144339,,44.474926394901985,46.91875508621881,1.1999999999999968,0.8000000000000032,0.3999999999999937,-0.023822427969982844,25.918694443604267,44.87179487179266,-0.005500000000000949,-6.5792035316924595,-16.55408983014733,9.97488629845487,0.7124999999999999,0.71,0.7124999999999999,0.7050000000000001,8.0,16.0,-8.0,0.6931052736000001,0.6931052736000001,,0.0,0.0,50.959216972728704,95.55885930531153,2.8498041498201796,58.57142857142846,33.333333333333336,33.333333333333286,-66.66666666666667,0.007294117647057563,,1.42857142857143,0.0,0.0,0.0
2017-10-01,0.71,0.7,0.71,0.7,79,0.7,0.9859154929577465,2017-10-01,-0.06672,-151.0,781,0.5491009681881052,0.8202406719474598,-63.291139240506446,-326.24369451820536,-1.1126760563380291,753.8956969747628,0.005167617674674165,0.7050000000000007,0.7234390889145769,0.6865609110854246,0.03687817782915226,0.0,0.0,0.7089999999999994,0.7089999999999994,0.7029999999999997,0.0,1.0,0.7,0.73,0.0,1.0,-1.4555833549145802e-05,-0.0005828235173537398,0.000568267683804594,0.7082508208464822,0.7082653766800313,,37.99181072317443,54.6564149019929,0.9999999999999981,0.8333333333333358,0.1666666666666623,-0.019617292974750778,26.72460377262031,-16.666666666668053,-0.005000000000000782,-5.116855113430477,-14.598928822951892,9.482073709521416,0.7124999999999999,0.71,0.7124999999999999,0.7050000000000001,4.0,12.0,-8.0,0.6938431681280001,0.6938431681280001,,0.0,0.0,43.10743668062996,83.08082786281668,-0.19918665872565275,49.45054945054938,0.0,22.22222222222217,-100.0,0.005147058823528283,,0.0,-1.4084507042253502,-1.4184634991956435,-1.4084507042253502
2017-10-02,0.7,0.68,0.7,0.68,107,0.6872,0.9714285714285715,2017-10-02,0.17898999999999998,-258.0,674,0.3493975903614458,0.39734914738353844,-280.3738317756988,-317.06972196970406,-4.169818913480872,753.8956969747628,0.006650855907206739,0.7035000000000007,0.7247367605815876,0.6822632394184137,0.04247352116317393,0.0,1.0,0.707666666666666,0.707666666666666,0.6996666666666664,0.0,1.0,0.68,0.73,0.0,1.0,-0.002267104357848937,-0.0009196796854527792,-0.0013474246723961577,0.7039045407162542,0.7061716450741031,,28.9138367064954,65.49106267232662,0.7500000000000003,1.0000000000000013,-0.250000000000001,-0.02382953794362777,27.137166746787532,-169.54732510287798,-0.0035000000000007248,-5.831098462923669,-12.73298154675851,6.90188308383484,0.7050000000000001,0.7050000000000001,0.7124999999999999,0.7050000000000001,76.0,100.0,-24.0,0.73,,0.73,0.0,1.0,32.366246447116,70.84758443779393,-7.670955460805548,37.85714285714287,0.0,11.11111111111106,-99.99999999999999,-0.0022647058823540567,,-2.857142857142844,-2.857142857142847,-2.8987536873252173,-4.22535211267604
2017-10-03,0.68,0.68,0.68,0.68,0,0.0,1.0,2017-10-03,0.15063999999999997,-258.0,674,0.4,0.3405849834716044,,-317.06972196970406,-3.0571428571428427,753.8956969747628,0.005985770316486065,0.7025000000000008,0.7260584379787729,0.6789415620212287,0.04711687595754421,0.0,0.0,0.705666666666666,0.705666666666666,0.6976666666666664,0.0,1.0,0.68,0.73,0.0,1.0,-0.004006085630643974,-0.0015369608744910182,-0.002469124756152956,0.7002269190675997,0.7042330046982437,,28.913836706495406,65.49106267232663,0.7500000000000003,1.2499999999999996,-0.4999999999999992,-0.033459300006883935,26.3900916232929,-208.52359208523532,-0.002500000000000835,-6.815951773553544,-11.05876694293964,4.242815169386096,0.7050000000000001,0.7050000000000001,0.72,0.7050000000000001,72.0,96.0,-24.0,0.729,,0.729,0.0,0.0,32.366246447116,70.84758443779393,-12.931315295962728,16.428571428571406,0.0,0.0,-99.99999999999999,-0.00908823529411873,,-2.857142857142844,0.0,0.0,-4.22535211267604
2017-10-04,0.68,0.68,0.69,0.69,5,0.69,1.0147058823529411,2017-10-04,-0.31782,-253.0,679,0.4041095890410959,0.29907284297566084,999.9999999999795,-97.55810164142345,0.07352941176470512,753.8956969747628,0.006387193284837449,0.7020000000000007,0.7261660919471826,0.6778339080528188,0.04833218389436378,0.0,0.0,0.7043333333333326,0.7043333333333326,0.695333333333333,0.0,1.0,0.68,0.73,0.0,0.0,-0.004525161150575774,-0.0021346009297079694,-0.0023905602208678044,0.6986535469033536,0.7031787080539293,,37.56485863577208,57.52095156911986,0.7777777777777778,1.1111111111111123,-0.3333333333333345,-0.043489342473242876,25.84575228868438,-134.1991341991348,-0.002000000000000779,-6.854981997515274,-9.398742389508218,2.5437603919929437,0.7050000000000001,0.7050000000000001,0.7175,0.7050000000000001,68.0,92.0,-24.0,0.72802,,0.72802,0.0,0.0,40.90492850749338,71.0468001539217,-13.98700003100059,28.472222222222108,19.999999999999822,6.666666666666555,-80.00000000000018,-0.013058823529412678,,-1.42857142857143,1.4705882352941124,1.4598799421152553,-2.8169014084507116
2017-10-05,0.69,0.68,0.69,0.68,5,0.68,0.9855072463768118,2017-10-05,0.06717999999999999,-258.0,674,0.3972602739726027,0.24920529397913793,0.0,-83.62122997836296,0.0010656436487638254,753.8956969747628,0.006748473956353694,0.7010000000000007,0.7269999999999941,0.6750000000000074,0.051999999999986724,0.0,0.0,0.7026666666666659,0.7026666666666659,0.6926666666666664,0.0,1.0,0.68,0.73,0.0,1.0,-0.005677996259917495,-0.0028432799957498747,-0.00283471626416762,0.6957837704566838,0.7014617667166013,,33.212110877209206,50.85583416669564,0.7999999999999998,1.1000000000000012,-0.3000000000000014,-0.0560374638348567,25.44595753601503,-146.34146341463455,-0.001000000000000778,-7.83983530814515,-8.26538811764557,0.4255528095004193,0.7050000000000001,0.7050000000000001,0.715,0.7050000000000001,64.0,88.0,-24.0,0.7270596,,0.7270596,0.0,0.0,36.00911879967332,70.56691553927158,-16.73709713880125,28.214285714285637,0.0,6.666666666666555,-99.99999999999999,-0.017029411764706848,,-2.857142857142844,-1.4492753623188248,-1.4598799421152553,-4.22535211267604
2017-10-06,0.68,0.68,0.68,0.68,0,0.0,1.0,2017-10-06,0.15589999999999998,-258.0,674,0.3972602739726027,0.21360453769640395,,-83.62122997836296,-0.0724637681159413,753.8956969747628,0.006073626560718325,0.7000000000000008,0.7275680975041751,0.6724319024958266,0.05513619500834843,0.0,0.0,0.6986666666666659,0.6986666666666659,0.6916666666666664,0.0,1.0,0.68,0.73,0.0,1.0,-0.006516508140342769,-0.0035779256246684537,-0.0029385825156743157,0.6933554980787325,0.6998720062190753,,33.2121108772092,50.85583416669564,0.7999999999999998,1.2000000000000002,-0.40000000000000036,-0.06963669662908571,25.20251468297534,-154.04040404040515,-8.881784197001252e-16,-12.843438101975602,-8.113758258440727,-4.729679843534875,0.7050000000000001,0.7050000000000001,0.715,0.7050000000000001,60.0,84.0,-24.0,0.726118408,,0.726118408,0.0,0.0,36.00911879967332,70.56691553927158,-18.756171017257522,28.979591836734617,0.0,6.666666666666555,-99.99999999999999,-0.02085294117647163,,-2.857142857142844,0.0,0.0,-4.22535211267604
2017-10-07,0.68,0.68,0.68,0.68,0,0.0,1.0,2017-10-07,-0.024709999999999992,-258.0,674,0.4084507042253521,0.18308960373977481,,-83.62122997836296,0.0,753.8956969747628,0.005466263904646492,0.6990000000000008,0.7279136645895968,0.6700863354104049,0.05782732917919198,0.0,0.0,0.6936666666666659,0.6936666666666659,0.6866666666666663,0.0,1.0,0.68,0.73,0.0,1.0,-0.007099199691783187,-0.004282180438091401,-0.002817019253691786,0.6913008060666199,0.6984000057584031,,33.21211087720919,50.85583416669564,0.7999999999999998,1.2000000000000002,-0.40000000000000036,-0.08323455407660535,25.03869803044232,-129.75391498881626,0.03099999999999914,-17.775376765922747,-8.768863335035924,-9.006513430886823,0.7000000000000001,0.7050000000000001,0.715,0.7050000000000001,56.00000000000001,80.0,-23.999999999999993,0.72519603984,,0.72519603984,0.0,0.0,36.00911879967332,70.56691553927158,-20.29776613726811,29.45054945054937,0.0,0.0,-99.99999999999999,-0.021676470588236407,,-2.857142857142844,0.0,0.0,-4.22535211267604
2017-10-08,0.68,0.67,0.68,0.67,10,0.67,0.9852941176470588,2017-10-08,0.17976999999999999,-268.0,664,0.3888888888888889,0.14264823177694985,-500.0000000000009,-135.6685762310677,-0.14705882352941188,753.8956969747628,0.005919637514181844,0.6975000000000009,0.7290436205911706,0.6659563794088312,0.06308724118233933,0.0,0.0,0.6893333333333326,0.6893333333333326,0.683333333333333,0.0,1.0,0.67,0.73,0.0,1.0,-0.008272542648703363,-0.005080252880213793,-0.00319228976848957,0.6880237589794476,0.6962963016281509,,29.01324419882043,57.06892315455261,0.727272727272727,1.181818181818182,-0.45454545454545514,-0.09886540887094011,24.588726822255467,-141.762452107282,0.032499999999999085,-22.412533036881825,-10.229919343560145,-12.18261369332168,0.695,0.7,0.715,0.71,52.0,100.0,-48.0,0.7242921190432,,0.7242921190432,0.0,0.0,31.326255998536666,69.6399191004806,-23.231449913174764,27.312687312687228,0.0,0.0,-100.00000000000001,-0.021352941176471796,,-8.219178082191773,-1.4705882352941235,-1.4815085785140625,-5.633802816901401
2017-10-09,0.67,0.67,0.67,0.67,0,0.0,1.0,2017-10-09,0.22755,-268.0,664,0.3888888888888889,0.1222699129516713,,-135.6685762310677,-0.14705882352941188,753.8956969747628,0.005327673762763659,0.6960000000000008,0.7297045990927014,0.6622954009073003,0.06740919818540103,0.0,0.0,0.6853333333333326,0.6853333333333326,0.679333333333333,0.0,1.0,0.67,0.73,0.0,1.0,-0.009097554450863576,-0.00588371319434375,-0.0032138412565198265,0.6852508729826094,0.694348427433473,,29.01324419882043,57.06892315455261,0.727272727272727,1.272727272727273,-0.545454545454546,-0.11501933100272106,24.29535910194587,-133.83838383838602,0.013999999999999124,-27.118770461429097,-12.512093446864215,-14.606677014564882,0.695,0.7,0.71,0.71,48.0,96.0,-48.0,0.722120434281472,,0.722120434281472,0.0,0.0,31.326255998536666,69.6399191004806,-25.501678302392172,34.93173493173483,0.0,0.0,-100.00000000000001,-0.022882352941177686,,-8.219178082191773,0.0,0.0,-5.633802816901401
2017-10-10,0.67,0.64,0.67,0.64,85,0.6515,0.9552238805970149,2017-10-10,0.23858000000000007,-353.0,579,0.2422360248447205,-0.25948293175571063,-529.4117647058833,-213.30125863193044,-3.8059701492537346,753.8956969747628,0.007794906386487296,0.693000000000001,0.7345210789840505,0.6514789210159514,0.0830421579680991,0.0,1.0,0.6793333333333326,0.6793333333333326,0.670333333333333,0.0,1.0,0.64,0.73,0.0,1.0,-0.012033417777902344,-0.007113654111055469,-0.004919763666846875,0.6782892002160542,0.6903226179939566,,20.149878629807297,70.18409999396533,0.454545454545454,1.545454545454546,-1.0909090909090922,-0.13894492914627382,24.84145641289922,-188.03418803419038,0.016999999999999016,-35.44807964989321,-15.882229506471184,-19.565850143422026,0.6775,0.685,0.71,0.71,44.0,100.0,-56.0,0.7200356169102131,,0.7200356169102131,0.0,0.0,21.567578756568537,1.6021154145279297,-31.812451915104834,16.58549783549773,0.0,0.0,-100.0,-0.026970588235295412,,-9.859154929577459,-4.477611940298509,-4.580953603129423,-9.859154929577462
2017-10-11,0.64,0.64,0.64,0.64,0,0.0,1.0,2017-10-11,0.012139999999999995,-353.0,579,0.2422360248447205,-0.22241394150489485,,-213.30125863193044,-3.8059701492537346,753.8956969747628,0.007015415747838566,0.6900000000000011,0.7373286382647948,0.6426713617352073,0.09465727652958744,0.0,1.0,0.6729999999999993,0.6729999999999993,0.6649999999999997,0.0,1.0,0.64,0.73,0.0,1.0,-0.014196462632101947,-0.008530215815264766,-0.005666246816837181,0.672398554028969,0.6865950166610709,,20.149878629807297,70.18409999396532,0.181818181818181,1.818181818181819,-1.636363636363638,-0.16684701326164714,25.19970817201768,-188.88888888889122,0.019999999999998908,-44.69183441593236,-20.20008905680548,-24.49174535912688,0.675,0.685,0.71,0.71,40.0,96.0,-56.0,0.7152334798956004,,0.7152334798956004,0.0,0.0,21.567578756568537,1.6021154145279297,-36.38837287602025,6.679035250463785,0.0,0.0,-100.0,-0.03247058823529547,,-9.859154929577459,0.0,0.0,-9.859154929577462
2017-10-12,0.64,0.64,0.64,0.64,5,0.64,1.0,2017-10-12,0.04462,-353.0,584,0.24074074074074073,-0.19064052128990988,0.0,-46.63459196526347,0.0,753.8956969747628,0.006313874173054709,0.687000000000001,0.7388073353879527,0.6351926646120494,0.10361467077590336,0.0,0.0,0.6683333333333326,0.6683333333333326,0.662333333333333,0.0,1.0,0.64,0.73,0.0,1.0,-0.01572937284400089,-0.009970047221011991,-0.0057593256229888975,0.6674141611014353,0.6831435339454361,,20.149878629807297,70.18409999396532,0.22222222222222127,2.0000000000000013,-1.7777777777777801,-0.19596722641943343,25.4532395170921,-161.61616161616354,0.012999999999998901,-51.96446833926826,-25.21659089744045,-26.747877441827807,0.675,0.685,0.71,0.71,36.0,92.0,-56.0,0.7107194711018644,,0.7107194711018644,0.0,0.0,21.567578756568537,1.6867272578400048,-39.85000835303942,7.256235827664356,0.0,0.0,-100.0,-0.03811764705882492,,-9.859154929577459,0.0,0.0,-9.859154929577462
2017-10-13,0.64,0.64,0.65,0.65,35,0.6486,1.015625,2017-10-13,-0.33325,-318.0,619,0.27218934911242604,-0.113406161105637,142.85714285714312,-28.777449108120578,0.5468750000000004,753.8956969747628,0.00668248675574924,0.6845000000000011,0.7383423625038856,0.6306576374961166,0.10768472500776904,0.0,0.0,0.6649999999999993,0.6649999999999993,0.6579999999999997,0.0,1.0,0.64,0.73,0.0,0.0,-0.01595339796336326,-0.011166717369482245,-0.0047866805938810136,0.6647350593935221,0.6806884573568853,,29.159688499425034,62.26494613464614,0.2999999999999992,1.6000000000000008,-1.3000000000000016,-0.22156907667468553,25.884712545714955,-122.75132275132496,-0.004500000000001059,-56.058748617889876,-30.683676077482076,-25.3750725404078,0.675,0.685,0.705,0.7050000000000001,32.0,88.0,-56.0,0.7064763028357526,,0.7064763028357526,0.0,0.0,30.571891864239134,11.821438829344984,-39.79058308884675,21.90476190476187,14.285714285714308,4.7619047619047175,-85.7142857142857,-0.042352941176472036,,-7.142857142857134,1.5625,1.5504186535965248,-8.450704225352101
2017-10-14,0.65,0.65,0.65,0.65,0,0.0,1.0,2017-10-14,0.02142,-318.0,619,0.27218934911242604,-0.09720528094768886,,-28.777449108120578,0.5468750000000004,753.8956969747628,0.006014238080174316,0.6820000000000012,0.7373534100123909,0.6266465899876115,0.11070682002477938,0.0,0.0,0.6613333333333327,0.6613333333333327,0.655333333333333,0.0,1.0,0.64,0.73,0.0,0.0,-0.015947111114278267,-0.01212279611844145,-0.003824314995836818,0.6624681271791341,0.6784152382934123,,29.159688499425034,62.264946134646124,0.39999999999999936,1.6000000000000008,-1.2000000000000015,-0.24334307788964393,26.205506002063252,-100.25445292621058,-0.002000000000001112,-61.14870542799363,-36.606883868576354,-24.54182155941728,0.6725000000000001,0.685,0.705,0.7050000000000001,28.000000000000004,84.0,-56.0,0.7024877246656074,,0.7024877246656074,0.0,0.0,30.57189186423912,11.821438829344984,-39.74464011877648,21.90476190476187,14.285714285714308,9.523809523809486,-85.7142857142857,-0.04473529411764843,,-4.411764705882357,0.0,0.0,-8.450704225352101
2017-10-15,0.65,0.65,0.66,0.66,100,0.66,1.0153846153846153,2017-10-15,-0.040659999999999995,-218.0,719,0.3492063492063492,0.059538330616266816,50.00000000000009,-14.61605670305726,1.5384615384615397,753.8956969747628,0.006412814272156886,0.6800000000000013,0.7354977477020453,0.6245022522979572,0.11099549540408815,0.0,0.0,0.6586666666666658,0.6586666666666658,0.6526666666666663,0.0,0.0,0.64,0.73,0.0,0.0,-0.014962731262553208,-0.0126907831472638,-0.0022719481152894076,0.6620884153054212,0.6770511465679744,,37.357175620495084,55.05978168490003,0.49999999999999944,1.5000000000000007,-1.0000000000000013,-0.2583993322549806,26.709954023605263,-72.5075528700924,0.009999999999998677,-64.00471293271697,-42.29146996088095,-21.713242971836017,0.6725000000000001,0.685,0.705,0.7050000000000001,24.0,80.0,-56.0,0.698738461185671,,0.698738461185671,0.0,0.0,38.72971413862629,39.77913330056951,-37.0416931278603,36.785714285714256,33.33333333333339,20.63492063492062,-66.6666666666666,-0.043117647058824926,,-2.9411764705882377,1.538461538461533,1.526747213078844,-7.042253521126751
2017-10-16,0.66,0.66,0.66,0.66,0,0.0,1.0,2017-10-16,0.078,-218.0,719,-0.35462555066079293,0.05103285481394299,,23.349339735891533,1.5384615384615397,753.8956969747628,0.005771532844941197,0.6765000000000012,0.7275979451641637,0.6254020548358388,0.10219589032832488,0.0,0.0,0.656666666666666,0.656666666666666,0.6506666666666663,0.0,0.0,0.64,0.73,0.0,0.0,-0.014020978031001552,-0.012956822124011353,-0.0010641559069901989,0.6617671206430488,0.6757880986740503,,37.357175620495084,55.05978168490003,0.7499999999999987,1.5,-0.7500000000000013,-0.26782471480566916,27.095122972863663,-55.46834118262885,0.0034999999999988374,-66.98796589904809,-47.759535420117096,-19.228430478930996,0.6725000000000001,0.685,0.705,0.7050000000000001,20.0,76.0,-56.0,0.6952141535145308,,0.6952141535145308,0.0,0.0,38.72971413862629,58.37929571489181,-34.923078167772815,38.92857142857139,40.00000000000009,29.206349206349216,-59.99999999999991,-0.03764705882353081,,-4.34782608695651,0.0,0.0,-7.042253521126751
2017-10-17,0.66,0.65,0.66,0.65,6,0.65,0.9848484848484849,2017-10-17,-0.04381000000000001,-224.0,713,-0.3630434782608696,0.03517101841195113,-833.3333333333348,-83.73599439776177,-0.09090909090909098,753.8956969747628,0.006194379560447078,0.6725000000000012,0.7184891291502664,0.626510870849736,0.09197825830053041,0.0,0.0,0.6539999999999992,0.6539999999999992,0.6469999999999997,0.0,0.0,0.64,0.71,0.0,0.0,-0.013921074752367257,-0.013149672649682535,-0.0007714021026847227,0.659956794390272,0.6738778691426393,,32.93687291050939,60.37735094719192,0.6666666666666654,1.2222222222222234,-0.555555555555558,-0.2753758489904218,27.670311874108307,-68.90756302521183,0.007499999999998841,-69.9089440315492,-53.036914419524585,-16.872029612024612,0.67,0.685,0.705,0.7050000000000001,16.0,72.0,-56.0,0.6919013043036589,,0.6919013043036589,0.0,0.0,34.08488156266485,56.958357479923826,-34.490811242685744,52.661064425770256,20.000000000000046,31.11111111111113,-79.99999999999996,-0.033323529411766306,,-4.411764705882357,-1.5151515151515138,-1.526747213078844,-8.450704225352101
2017-10-18,0.65,0.65,0.65,0.65,4,0.65,1.0,2017-10-18,-0.01827000000000001,-224.0,717,-0.33853006681514475,0.03014658721024383,-0.0,-208.7359943977592,-0.09090909090909098,753.8956969747628,0.00557494160440237,0.6695000000000013,0.7130775171390008,0.6259224828610018,0.08715503427799898,0.0,0.0,0.6516666666666661,0.6516666666666661,0.6456666666666664,0.0,0.0,0.64,0.71,0.0,0.0,-0.013684158226344723,-0.013256569765014973,-0.00042758846132975,0.6584249798686916,0.6721091380950364,,32.93687291050939,60.37735094719192,0.6249999999999991,1.4999999999999993,-0.8750000000000002,-0.28084502247139315,28.1160616413264,-72.56637168141778,0.010499999999998733,-71.34205870175101,-57.950613112893684,-13.39144558885733,0.67,0.685,0.705,0.7050000000000001,12.0,68.0,-56.0,0.6887872260454394,,0.6887872260454394,0.0,0.0,34.08488156266485,55.11172138309825,-34.149019323369224,50.280112044817905,20.000000000000046,26.666666666666675,-79.99999999999996,-0.030852941176472082,,-4.411764705882357,0.0,0.0,-8.450704225352101
2017-10-19,0.65,0.65,0.66,0.66,1,0.66,1.0153846153846153,2017-10-19,-0.015359999999999995,-223.0,718,-0.3416289592760181,0.02726850332306614,5000.000000000009,416.2640056022419,0.015384615384615398,765.4940923128361,0.006017447443962134,0.6670000000000013,0.7065474398665692,0.6274525601334333,0.07909487973313589,0.0,0.0,0.6503333333333327,0.6503333333333327,0.6433333333333331,1.0,0.0,0.64,0.71,0.0,0.0,-0.012544874244687754,-0.01311423066094953,0.0005693564162617768,0.6586672906581237,0.6712121649028114,,41.02937917381474,53.09161716311217,0.6249999999999997,1.374999999999999,-0.7499999999999992,-0.28133764006274714,28.757256247247152,-42.5396825396842,0.0029999999999987814,-72.18001469497474,-62.03193922901385,-10.148075465960893,0.6675,0.685,0.705,0.7050000000000001,8.0,64.0,-56.0,0.685859992482713,,0.685859992482713,0.0,0.0,42.13351652512599,56.494771158812824,-31.322930057949637,59.126984126984084,50.0,29.999999999999982,-50.0,-0.02852941176470747,,-2.9411764705882377,1.538461538461533,1.526747213078844,-7.042253521126751
2017-10-20,0.66,0.65,0.66,0.65,44,0.65,0.9848484848484849,2017-10-20,0.27305999999999997,-267.0,674,-0.4012345679012346,-0.039484140008800496,0.0,370.01244942421505,-0.6512820512820517,765.4940923128361,0.006415702699565921,0.6640000000000013,0.6988711915483241,0.6291288084516784,0.06974238309664571,0.0,0.0,0.650666666666666,0.650666666666666,0.6456666666666664,0.0,0.0,0.64,0.7,0.0,0.0,-0.012307032102424564,-0.01295279094924454,0.000645758846819975,0.6573338613261046,0.6696408934285292,,36.31071828639435,46.98571591863613,0.6666666666666663,1.222222222222223,-0.5555555555555567,-0.2807576270490495,29.52820295017491,-49.12280701754545,0.005999999999998784,-70.59297954836526,-64.90984424372863,-5.683135304636636,0.6675,0.685,0.705,0.71,4.0,60.0,-56.0,0.6831083929337503,,0.6831083929337503,0.0,0.0,37.23690695485994,47.773083670473675,-30.412479454706602,43.35839598997491,25.0,31.666666666666632,-75.0,-0.027205882352942967,,-2.985074626865674,-1.5151515151515138,-1.526747213078844,-8.450704225352101
