Date,HEITKAMP:open,HEITKAMP:low,HEITKAMP:high,HEITKAMP:close,HEITKAMP:volume,HEITKAMP:average,HEITKAMP:price_norm,HEITKAMP:current_date,HEITKAMP:sentiment,HEITKAMP:volume_adi,HEITKAMP:volume_obv,HEITKAMP:volume_cmf,HEITKAMP:volume_fi,HEITKAMP:momentum_mfi,HEITKAMP:volume_em,HEITKAMP:volume_sma_em,HEITKAMP:volume_vpt,HEITKAMP:volume_nvi,HEITKAMP:volatility_atr,HEITKAMP:volatility_bbm,HEITKAMP:volatility_bbh,HEITKAMP:volatility_bbl,HEITKAMP:volatility_bbw,HEITKAMP:volatility_bbp,HEITKAMP:volatility_bbhi,HEITKAMP:volatility_bbli,HEITKAMP:volatility_kcc,HEITKAMP:volatility_kch,HEITKAMP:volatility_kcl,HEITKAMP:volatility_kcw,HEITKAMP:volatility_kcp,HEITKAMP:volatility_kchi,HEITKAMP:volatility_kcli,HEITKAMP:volatility_dcl,HEITKAMP:volatility_dch,HEITKAMP:volatility_dchi,HEITKAMP:volatility_dcli,HEITKAMP:trend_macd,HEITKAMP:trend_macd_signal,HEITKAMP:trend_macd_diff,HEITKAMP:trend_ema_fast,HEITKAMP:trend_ema_slow,HEITKAMP:trend_adx,HEITKAMP:trend_adx_pos,HEITKAMP:trend_adx_neg,HEITKAMP:trend_vortex_ind_pos,HEITKAMP:trend_vortex_ind_neg,HEITKAMP:trend_vortex_ind_diff,HEITKAMP:trend_trix,HEITKAMP:trend_mass_index,HEITKAMP:trend_cci,HEITKAMP:trend_dpo,HEITKAMP:trend_kst,HEITKAMP:trend_kst_sig,HEITKAMP:trend_kst_diff,HEITKAMP:trend_ichimoku_a,HEITKAMP:trend_ichimoku_b,HEITKAMP:trend_visual_ichimoku_a,HEITKAMP:trend_visual_ichimoku_b,HEITKAMP:trend_aroon_up,HEITKAMP:trend_aroon_down,HEITKAMP:trend_aroon_ind,HEITKAMP:trend_psar,HEITKAMP:trend_psar_up,HEITKAMP:trend_psar_down,HEITKAMP:trend_psar_up_indicator,HEITKAMP:trend_psar_down_indicator,HEITKAMP:momentum_rsi,HEITKAMP:momentum_tsi,HEITKAMP:momentum_uo,HEITKAMP:momentum_stoch,HEITKAMP:momentum_stoch_signal,HEITKAMP:momentum_wr,HEITKAMP:momentum_ao,HEITKAMP:momentum_kama,HEITKAMP:momentum_roc,HEITKAMP:others_dr,HEITKAMP:others_dlr,HEITKAMP:others_cr
2017-06-14,0.44,0.44,0.67,0.61,0,0.0,1.0,2017-06-14,-0.07300000000000001,0.0,0,,0.0,,,,0.0,1000.0,0.23000000000000004,0.6099999999999999,0.6099999999999999,0.6099999999999999,0.0,inf,1.0,0.0,0.5733333333333334,0.8033333333333335,0.34333333333333327,80.23255813953492,0.5797101449275361,0.0,0.0,0.61,0.61,1.0,1.0,0.0,0.0,0.0,0.61,0.61,,0.0,0.0,1.0,1.0,0.0,0.0,25.0,-133.33333333333334,1.1102230246251565e-16,4.070817756958907e-14,0.0,4.070817756958907e-14,0.555,0.555,0.555,0.555,4.0,4.0,0.0,0.44,0.44,,1.0,0.0,100.0,,73.91304347826083,73.91304347826086,73.91304347826086,-26.08695652173915,2.220446049250313e-16,,0.0,0.0,0.0,0.0
2017-06-15,0.44,0.44,0.67,0.61,0,0.0,1.0,2017-06-15,0.219475,0.0,0,,0.0,,,,0.0,1000.0,0.23000000000000004,0.6099999999999999,0.6099999999999999,0.6099999999999999,0.0,inf,1.0,0.0,0.5733333333333334,0.8033333333333335,0.34333333333333327,80.23255813953492,0.5797101449275361,0.0,0.0,0.61,0.61,1.0,1.0,0.0,0.0,0.0,0.61,0.61,,0.0,0.0,1.0,1.0,0.0,0.0,25.0,-133.33333333333334,1.1102230246251565e-16,4.070817756958907e-14,0.0,4.070817756958907e-14,0.555,0.555,0.555,0.555,4.0,4.0,0.0,0.67,,0.67,0.0,1.0,100.0,,73.91304347826083,73.91304347826086,73.91304347826086,-26.08695652173915,2.220446049250313e-16,,0.0,0.0,0.0,0.0
2017-06-16,0.44,0.44,0.67,0.61,0,0.0,1.0,2017-06-16,0.01356666666666666,0.0,0,,0.0,,,,0.0,1000.0,0.23000000000000004,0.6099999999999999,0.6099999999999999,0.6099999999999999,0.0,inf,1.0,0.0,0.5733333333333334,0.8033333333333335,0.34333333333333327,80.23255813953492,0.5797101449275361,0.0,0.0,0.61,0.61,1.0,1.0,0.0,0.0,0.0,0.61,0.61,,0.0,0.0,1.0,1.0,0.0,0.0,25.0,-133.33333333333334,1.1102230246251565e-16,4.070817756958907e-14,0.0,4.070817756958907e-14,0.555,0.555,0.555,0.555,4.0,4.0,0.0,0.44,0.44,,1.0,0.0,100.0,,73.91304347826083,73.91304347826086,73.91304347826086,-26.08695652173915,2.220446049250313e-16,,0.0,0.0,0.0,0.0
2017-06-17,0.44,0.44,0.67,0.61,0,0.0,1.0,2017-06-17,0.15293333333333334,0.0,0,,0.0,,,,0.0,1000.0,0.23000000000000004,0.6099999999999999,0.6099999999999999,0.6099999999999999,0.0,inf,1.0,0.0,0.5733333333333334,0.8033333333333335,0.34333333333333327,80.23255813953492,0.5797101449275361,0.0,0.0,0.61,0.61,1.0,1.0,0.0,0.0,0.0,0.61,0.61,,0.0,0.0,1.0,1.0,0.0,0.0,25.0,-133.33333333333334,1.1102230246251565e-16,4.070817756958907e-14,0.0,4.070817756958907e-14,0.555,0.555,0.555,0.555,4.0,4.0,0.0,0.67,,0.67,0.0,1.0,100.0,,73.91304347826083,73.91304347826086,73.91304347826086,-26.08695652173915,2.220446049250313e-16,,0.0,0.0,0.0,0.0
2017-06-18,0.44,0.44,0.67,0.61,0,0.0,1.0,2017-06-18,0.08594999999999997,0.0,0,,0.0,,,,0.0,1000.0,0.23000000000000004,0.6099999999999999,0.6099999999999999,0.6099999999999999,0.0,inf,1.0,0.0,0.5733333333333334,0.8033333333333335,0.34333333333333327,80.23255813953492,0.5797101449275361,0.0,0.0,0.61,0.61,1.0,1.0,0.0,0.0,0.0,0.61,0.61,,0.0,0.0,1.0,1.0,0.0,0.0,25.0,-133.33333333333334,1.1102230246251565e-16,4.070817756958907e-14,0.0,4.070817756958907e-14,0.555,0.555,0.555,0.555,4.0,4.0,0.0,0.44,0.44,,1.0,0.0,100.0,,73.91304347826083,73.91304347826086,73.91304347826086,-26.08695652173915,2.220446049250313e-16,,0.0,0.0,0.0,0.0
2017-06-19,0.44,0.44,0.67,0.61,0,0.0,1.0,2017-06-19,-0.3071,0.0,0,,0.0,,,,0.0,1000.0,0.23000000000000004,0.6099999999999999,0.6099999999999999,0.6099999999999999,0.0,inf,1.0,0.0,0.5733333333333334,0.8033333333333335,0.34333333333333327,80.23255813953492,0.5797101449275361,0.0,0.0,0.61,0.61,1.0,1.0,0.0,0.0,0.0,0.61,0.61,,0.0,0.0,1.0,1.0,0.0,0.0,25.0,-133.33333333333334,1.1102230246251565e-16,4.070817756958907e-14,0.0,4.070817756958907e-14,0.555,0.555,0.555,0.555,4.0,4.0,0.0,0.67,,0.67,0.0,1.0,100.0,,73.91304347826083,73.91304347826086,73.91304347826086,-26.08695652173915,2.220446049250313e-16,,0.0,0.0,0.0,0.0
2017-06-20,0.44,0.44,0.67,0.61,0,0.0,1.0,2017-06-20,0.04258000000000001,0.0,0,,0.0,,,,0.0,1000.0,0.23000000000000004,0.6099999999999999,0.6099999999999999,0.6099999999999999,0.0,inf,1.0,0.0,0.5733333333333334,0.8033333333333335,0.34333333333333327,80.23255813953492,0.5797101449275361,0.0,0.0,0.61,0.61,1.0,1.0,0.0,0.0,0.0,0.61,0.61,,0.0,0.0,1.0,1.0,0.0,0.0,25.0,-133.33333333333334,1.1102230246251565e-16,4.070817756958907e-14,0.0,4.070817756958907e-14,0.555,0.555,0.555,0.555,4.0,4.0,0.0,0.44,0.44,,1.0,0.0,100.0,,73.91304347826083,73.91304347826086,73.91304347826086,-26.08695652173915,2.220446049250313e-16,,0.0,0.0,0.0,0.0
2017-06-21,0.44,0.44,0.67,0.61,0,0.0,1.0,2017-06-21,0.35392500000000005,0.0,0,,0.0,,,,0.0,1000.0,0.23000000000000004,0.6099999999999999,0.6099999999999999,0.6099999999999999,0.0,inf,1.0,0.0,0.5733333333333334,0.8033333333333335,0.34333333333333327,80.23255813953492,0.5797101449275361,0.0,0.0,0.61,0.61,1.0,1.0,0.0,0.0,0.0,0.61,0.61,,0.0,0.0,1.0,1.0,0.0,0.0,25.0,-133.33333333333334,1.1102230246251565e-16,4.070817756958907e-14,0.0,4.070817756958907e-14,0.555,0.555,0.555,0.555,4.0,4.0,0.0,0.67,,0.67,0.0,1.0,100.0,,73.91304347826083,73.91304347826086,73.91304347826086,-26.08695652173915,2.220446049250313e-16,,0.0,0.0,0.0,0.0
2017-06-22,0.44,0.44,0.67,0.61,0,0.0,1.0,2017-06-22,0.25021,0.0,0,,0.0,,,,0.0,1000.0,0.23000000000000004,0.6099999999999999,0.6099999999999999,0.6099999999999999,0.0,inf,1.0,0.0,0.5733333333333334,0.8033333333333335,0.34333333333333327,80.23255813953492,0.5797101449275361,0.0,0.0,0.61,0.61,1.0,1.0,0.0,0.0,0.0,0.61,0.61,,0.0,0.0,1.0,1.0,0.0,0.0,25.0,-133.33333333333334,1.1102230246251565e-16,4.070817756958907e-14,0.0,4.070817756958907e-14,0.555,0.555,0.555,0.555,4.0,4.0,0.0,0.44,0.44,,1.0,0.0,100.0,,73.91304347826083,73.91304347826086,73.91304347826086,-26.08695652173915,2.220446049250313e-16,,0.0,0.0,0.0,0.0
2017-06-23,0.44,0.44,0.67,0.61,0,0.0,1.0,2017-06-23,-0.19154,0.0,0,,0.0,,,,0.0,1000.0,0.23000000000000004,0.6099999999999999,0.6099999999999999,0.6099999999999999,0.0,inf,1.0,0.0,0.5733333333333334,0.8033333333333335,0.34333333333333327,80.23255813953492,0.5797101449275361,0.0,0.0,0.61,0.61,1.0,1.0,0.0,0.0,0.0,0.61,0.61,,0.0,0.0,1.0,1.0,0.0,0.0,25.0,-133.33333333333334,1.1102230246251565e-16,4.070817756958907e-14,0.0,4.070817756958907e-14,0.555,0.555,0.555,0.555,4.0,4.0,0.0,0.67,,0.67,0.0,1.0,100.0,,73.91304347826083,73.91304347826086,73.91304347826086,-26.08695652173915,2.220446049250313e-16,,0.0,0.0,0.0,0.0
2017-06-24,0.44,0.44,0.67,0.61,0,0.0,1.0,2017-06-24,-0.096875,0.0,0,,0.0,,,,0.0,1000.0,0.23000000000000004,0.6099999999999999,0.6099999999999999,0.6099999999999999,0.0,inf,1.0,0.0,0.5733333333333334,0.8033333333333335,0.34333333333333327,80.23255813953492,0.5797101449275361,0.0,0.0,0.61,0.61,1.0,1.0,0.0,0.0,0.0,0.61,0.61,,0.0,0.0,1.0,1.0,0.0,0.0,25.0,-133.33333333333334,1.1102230246251565e-16,4.070817756958907e-14,0.0,4.070817756958907e-14,0.555,0.555,0.555,0.555,4.0,4.0,0.0,0.44,0.44,,1.0,0.0,100.0,,73.91304347826083,73.91304347826086,73.91304347826086,-26.08695652173915,2.220446049250313e-16,,0.0,0.0,0.0,0.0
2017-06-25,0.44,0.44,0.67,0.61,0,0.0,1.0,2017-06-25,0.0,0.0,0,,0.0,,,,0.0,1000.0,0.23000000000000004,0.6099999999999999,0.6099999999999999,0.6099999999999999,0.0,inf,1.0,0.0,0.5733333333333334,0.8033333333333335,0.34333333333333327,80.23255813953492,0.5797101449275361,0.0,0.0,0.61,0.61,1.0,1.0,0.0,0.0,0.0,0.61,0.61,,0.0,0.0,1.0,1.0,0.0,0.0,25.0,-133.33333333333334,1.1102230246251565e-16,4.070817756958907e-14,0.0,4.070817756958907e-14,0.555,0.555,0.555,0.555,4.0,4.0,0.0,0.67,,0.67,0.0,1.0,100.0,,73.91304347826083,73.91304347826086,73.91304347826086,-26.08695652173915,2.220446049250313e-16,,0.0,0.0,0.0,0.0
2017-06-26,0.44,0.44,0.67,0.61,0,0.0,1.0,2017-06-26,0.0,0.0,0,,0.0,,,,0.0,1000.0,0.23000000000000004,0.6099999999999999,0.6099999999999999,0.6099999999999999,0.0,inf,1.0,0.0,0.5733333333333334,0.8033333333333335,0.34333333333333327,80.23255813953492,0.5797101449275361,0.0,0.0,0.61,0.61,1.0,1.0,0.0,0.0,0.0,0.61,0.61,,0.0,0.0,1.0,1.0,0.0,0.0,25.0,-133.33333333333334,1.1102230246251565e-16,4.070817756958907e-14,0.0,4.070817756958907e-14,0.555,0.555,0.555,0.555,4.0,4.0,0.0,0.44,0.44,,1.0,0.0,100.0,,73.91304347826083,73.91304347826086,73.91304347826086,-26.08695652173915,2.220446049250313e-16,,0.0,0.0,0.0,0.0
2017-06-27,0.44,0.44,0.67,0.61,0,0.0,1.0,2017-06-27,0.0086,0.0,0,,0.0,,,,0.0,1000.0,0.23000000000000004,0.6099999999999999,0.6099999999999999,0.6099999999999999,0.0,inf,1.0,0.0,0.5733333333333334,0.8033333333333335,0.34333333333333327,80.23255813953492,0.5797101449275361,0.0,0.0,0.61,0.61,1.0,1.0,0.0,0.0,0.0,0.61,0.61,,0.0,0.0,1.0,1.0,0.0,0.0,25.0,-133.33333333333334,1.1102230246251565e-16,4.070817756958907e-14,0.0,4.070817756958907e-14,0.555,0.555,0.555,0.555,4.0,4.0,0.0,0.67,,0.67,0.0,1.0,100.0,,73.91304347826083,73.91304347826086,73.91304347826086,-26.08695652173915,2.220446049250313e-16,,0.0,0.0,0.0,0.0
2017-06-28,0.44,0.44,0.67,0.61,0,0.0,1.0,2017-06-28,-0.021574999999999983,0.0,0,,0.0,,,,0.0,1000.0,0.23000000000000004,0.6099999999999999,0.6099999999999999,0.6099999999999999,0.0,inf,1.0,0.0,0.5733333333333334,0.8033333333333335,0.34333333333333327,80.23255813953492,0.5797101449275361,0.0,0.0,0.61,0.61,1.0,1.0,0.0,0.0,0.0,0.61,0.61,,0.0,0.0,1.0,1.0,0.0,0.0,25.0,-133.33333333333334,1.1102230246251565e-16,4.070817756958907e-14,0.0,4.070817756958907e-14,0.555,0.555,0.555,0.555,4.0,4.0,0.0,0.44,0.44,,1.0,0.0,100.0,,73.91304347826083,73.91304347826086,73.91304347826086,-26.08695652173915,2.220446049250313e-16,,0.0,0.0,0.0,0.0
2017-06-29,0.44,0.44,0.67,0.61,0,0.0,1.0,2017-06-29,0.2277875,0.0,0,,0.0,,,,0.0,1000.0,0.23000000000000004,0.6099999999999999,0.6099999999999999,0.6099999999999999,0.0,inf,1.0,0.0,0.5733333333333334,0.8033333333333335,0.34333333333333327,80.23255813953492,0.5797101449275361,0.0,0.0,0.61,0.61,1.0,1.0,0.0,0.0,0.0,0.61,0.61,,0.0,0.0,1.0,1.0,0.0,0.0,25.0,-133.33333333333334,1.1102230246251565e-16,4.070817756958907e-14,0.0,4.070817756958907e-14,0.555,0.555,0.555,0.555,4.0,4.0,0.0,0.67,,0.67,0.0,1.0,100.0,,73.91304347826083,73.91304347826086,73.91304347826086,-26.08695652173915,2.220446049250313e-16,,0.0,0.0,0.0,0.0
2017-06-30,0.44,0.44,0.67,0.61,0,0.0,1.0,2017-06-30,0.0,0.0,0,,0.0,,,,0.0,1000.0,0.23000000000000004,0.6099999999999999,0.6099999999999999,0.6099999999999999,0.0,inf,1.0,0.0,0.5733333333333334,0.8033333333333335,0.34333333333333327,80.23255813953492,0.5797101449275361,0.0,0.0,0.61,0.61,1.0,1.0,0.0,0.0,0.0,0.61,0.61,,0.0,0.0,1.0,1.0,0.0,0.0,25.0,-133.33333333333334,1.1102230246251565e-16,4.070817756958907e-14,0.0,4.070817756958907e-14,0.555,0.555,0.555,0.555,4.0,4.0,0.0,0.44,0.44,,1.0,0.0,100.0,,73.91304347826083,73.91304347826086,73.91304347826086,-26.08695652173915,2.220446049250313e-16,,0.0,0.0,0.0,0.0
2017-07-01,0.44,0.44,0.67,0.61,0,0.0,1.0,2017-07-01,0.5207999999999999,0.0,0,,0.0,,,,0.0,1000.0,0.23000000000000004,0.6099999999999999,0.6099999999999999,0.6099999999999999,0.0,inf,1.0,0.0,0.5733333333333334,0.8033333333333335,0.34333333333333327,80.23255813953492,0.5797101449275361,0.0,0.0,0.61,0.61,1.0,1.0,0.0,0.0,0.0,0.61,0.61,,0.0,0.0,1.0,1.0,0.0,0.0,25.0,-133.33333333333334,1.1102230246251565e-16,4.070817756958907e-14,0.0,4.070817756958907e-14,0.555,0.555,0.555,0.555,4.0,4.0,0.0,0.67,,0.67,0.0,1.0,100.0,,73.91304347826083,73.91304347826086,73.91304347826086,-26.08695652173915,2.220446049250313e-16,,0.0,0.0,0.0,0.0
2017-07-02,0.44,0.44,0.67,0.61,0,0.0,1.0,2017-07-02,0.19063333333333332,0.0,0,,0.0,,,,0.0,1000.0,0.23000000000000004,0.6099999999999999,0.6099999999999999,0.6099999999999999,0.0,inf,1.0,0.0,0.5733333333333334,0.8033333333333335,0.34333333333333327,80.23255813953492,0.5797101449275361,0.0,0.0,0.61,0.61,1.0,1.0,0.0,0.0,0.0,0.61,0.61,,0.0,0.0,1.0,1.0,0.0,0.0,25.0,-133.33333333333334,1.1102230246251565e-16,4.070817756958907e-14,0.0,4.070817756958907e-14,0.555,0.555,0.555,0.555,4.0,4.0,0.0,0.44,0.44,,1.0,0.0,100.0,,73.91304347826083,73.91304347826086,73.91304347826086,-26.08695652173915,2.220446049250313e-16,,0.0,0.0,0.0,0.0
2017-07-03,0.44,0.44,0.67,0.61,0,0.0,1.0,2017-07-03,0.0,0.0,0,,0.0,,,,0.0,1000.0,0.23000000000000004,0.6099999999999999,0.6099999999999999,0.6099999999999999,0.0,inf,1.0,0.0,0.5733333333333334,0.8033333333333335,0.34333333333333327,80.23255813953492,0.5797101449275361,0.0,0.0,0.61,0.61,1.0,1.0,0.0,0.0,0.0,0.61,0.61,,0.0,0.0,1.0,1.0,0.0,0.0,25.0,-133.33333333333334,1.1102230246251565e-16,4.070817756958907e-14,0.0,4.070817756958907e-14,0.555,0.555,0.555,0.555,4.0,4.0,0.0,0.67,,0.67,0.0,1.0,100.0,,73.91304347826083,73.91304347826086,73.91304347826086,-26.08695652173915,2.220446049250313e-16,,0.0,0.0,0.0,0.0
2017-07-04,0.44,0.44,0.67,0.61,0,0.0,1.0,2017-07-04,-0.07063333333333333,0.0,0,,0.0,,,,0.0,1000.0,0.23000000000000004,0.6099999999999999,0.6099999999999999,0.6099999999999999,0.0,inf,1.0,0.0,0.5733333333333334,0.8033333333333335,0.34333333333333327,80.23255813953492,0.5797101449275361,0.0,0.0,0.61,0.61,1.0,1.0,0.0,0.0,0.0,0.61,0.61,,0.0,0.0,1.0,1.0,0.0,0.0,25.0,-133.33333333333334,1.1102230246251565e-16,4.070817756958907e-14,0.0,4.070817756958907e-14,0.555,0.555,0.555,0.555,4.0,4.0,0.0,0.44,0.44,,1.0,0.0,100.0,,73.91304347826083,73.91304347826086,73.91304347826086,-26.08695652173915,2.220446049250313e-16,,0.0,0.0,0.0,0.0
2017-07-05,0.44,0.44,0.67,0.61,0,0.0,1.0,2017-07-05,0.38585,0.0,0,,0.0,,,,0.0,1000.0,0.23000000000000004,0.6099999999999999,0.6099999999999999,0.6099999999999999,0.0,inf,1.0,0.0,0.5733333333333334,0.8033333333333335,0.34333333333333327,80.23255813953492,0.5797101449275361,0.0,0.0,0.61,0.61,1.0,1.0,0.0,0.0,0.0,0.61,0.61,,0.0,0.0,1.0,1.0,0.0,0.0,25.0,-133.33333333333334,1.1102230246251565e-16,4.070817756958907e-14,0.0,4.070817756958907e-14,0.555,0.555,0.555,0.555,4.0,4.0,0.0,0.67,,0.67,0.0,1.0,100.0,,73.91304347826083,73.91304347826086,73.91304347826086,-26.08695652173915,2.220446049250313e-16,,0.0,0.0,0.0,0.0
2017-07-06,0.44,0.44,0.67,0.61,0,0.0,1.0,2017-07-06,0.21322000000000002,0.0,0,,0.0,,,,0.0,1000.0,0.23000000000000004,0.6099999999999999,0.6099999999999999,0.6099999999999999,0.0,inf,1.0,0.0,0.5733333333333334,0.8033333333333335,0.34333333333333327,80.23255813953492,0.5797101449275361,0.0,0.0,0.61,0.61,1.0,1.0,0.0,0.0,0.0,0.61,0.61,,0.0,0.0,1.0,1.0,0.0,0.0,25.0,-133.33333333333334,1.1102230246251565e-16,4.070817756958907e-14,0.0,4.070817756958907e-14,0.555,0.555,0.555,0.555,4.0,4.0,0.0,0.44,0.44,,1.0,0.0,100.0,,73.91304347826083,73.91304347826086,73.91304347826086,-26.08695652173915,2.220446049250313e-16,,0.0,0.0,0.0,0.0
2017-07-07,0.44,0.44,0.67,0.61,0,0.0,1.0,2017-07-07,-0.08982500000000002,0.0,0,,0.0,,,,0.0,1000.0,0.23000000000000004,0.6099999999999999,0.6099999999999999,0.6099999999999999,0.0,inf,1.0,0.0,0.5733333333333334,0.8033333333333335,0.34333333333333327,80.23255813953492,0.5797101449275361,0.0,0.0,0.61,0.61,1.0,1.0,0.0,0.0,0.0,0.61,0.61,,0.0,0.0,1.0,1.0,0.0,0.0,25.0,-133.33333333333334,1.1102230246251565e-16,4.070817756958907e-14,0.0,4.070817756958907e-14,0.555,0.555,0.555,0.555,4.0,4.0,0.0,0.67,,0.67,0.0,1.0,100.0,,73.91304347826083,73.91304347826086,73.91304347826086,-26.08695652173915,2.220446049250313e-16,,0.0,0.0,0.0,0.0
2017-07-08,0.44,0.44,0.67,0.61,0,0.0,1.0,2017-07-08,0.0,0.0,0,,0.0,,,,0.0,1000.0,0.23000000000000004,0.6099999999999999,0.6099999999999999,0.6099999999999999,0.0,inf,1.0,0.0,0.5733333333333334,0.8033333333333335,0.34333333333333327,80.23255813953492,0.5797101449275361,0.0,0.0,0.61,0.61,1.0,1.0,0.0,0.0,0.0,0.61,0.61,,0.0,0.0,1.0,1.0,0.0,0.0,25.0,-133.33333333333334,1.1102230246251565e-16,4.070817756958907e-14,0.0,4.070817756958907e-14,0.555,0.555,0.555,0.555,4.0,4.0,0.0,0.44,0.44,,1.0,0.0,100.0,,73.91304347826083,73.91304347826086,73.91304347826086,-26.08695652173915,2.220446049250313e-16,,0.0,0.0,0.0,0.0
2017-07-09,0.44,0.44,0.67,0.61,0,0.0,1.0,2017-07-09,0.5455,0.0,0,,0.0,,,,0.0,1000.0,0.23000000000000004,0.6099999999999999,0.6099999999999999,0.6099999999999999,0.0,inf,1.0,0.0,0.5733333333333334,0.8033333333333335,0.34333333333333327,80.23255813953492,0.5797101449275361,0.0,0.0,0.61,0.61,1.0,1.0,0.0,0.0,0.0,0.61,0.61,,0.0,0.0,1.0,1.0,0.0,0.0,25.0,-133.33333333333334,1.1102230246251565e-16,4.070817756958907e-14,0.0,4.070817756958907e-14,0.555,0.555,0.555,0.555,4.0,4.0,0.0,0.67,,0.67,0.0,1.0,100.0,,73.91304347826083,73.91304347826086,73.91304347826086,-26.08695652173915,2.220446049250313e-16,,0.0,0.0,0.0,0.0
2017-07-10,0.44,0.44,0.67,0.61,0,0.0,1.0,2017-07-10,0.140375,0.0,0,,0.0,,,,0.0,1000.0,0.23000000000000004,0.6099999999999999,0.6099999999999999,0.6099999999999999,0.0,inf,1.0,0.0,0.5733333333333334,0.8033333333333335,0.34333333333333327,80.23255813953492,0.5797101449275361,0.0,0.0,0.61,0.61,1.0,1.0,0.0,0.0,0.0,0.61,0.61,,0.0,0.0,1.0,1.0,0.0,0.0,25.0,-133.33333333333334,1.1102230246251565e-16,4.070817756958907e-14,0.0,4.070817756958907e-14,0.555,0.555,0.555,0.555,4.0,4.0,0.0,0.44,0.44,,1.0,0.0,100.0,,73.91304347826083,73.91304347826086,73.91304347826086,-26.08695652173915,2.220446049250313e-16,,0.0,0.0,0.0,0.0
2017-07-11,0.44,0.44,0.67,0.61,0,0.0,1.0,2017-07-11,0.08872857142857142,0.0,0,,0.0,,,,0.0,1000.0,0.23000000000000004,0.6099999999999999,0.6099999999999999,0.6099999999999999,0.0,inf,1.0,0.0,0.5733333333333334,0.8033333333333335,0.34333333333333327,80.23255813953492,0.5797101449275361,0.0,0.0,0.61,0.61,1.0,1.0,0.0,0.0,0.0,0.61,0.61,,0.0,0.0,1.0,1.0,0.0,0.0,25.0,-133.33333333333334,1.1102230246251565e-16,4.070817756958907e-14,0.0,4.070817756958907e-14,0.555,0.555,0.555,0.555,4.0,4.0,0.0,0.67,,0.67,0.0,1.0,100.0,,73.91304347826083,73.91304347826086,73.91304347826086,-26.08695652173915,2.220446049250313e-16,,0.0,0.0,0.0,0.0
2017-07-12,0.44,0.44,0.67,0.61,0,0.0,1.0,2017-07-12,0.08055555555555556,0.0,0,,0.0,,,,0.0,1000.0,0.23000000000000004,0.6099999999999999,0.6099999999999999,0.6099999999999999,0.0,inf,1.0,0.0,0.5733333333333334,0.8033333333333335,0.34333333333333327,80.23255813953492,0.5797101449275361,0.0,0.0,0.61,0.61,1.0,1.0,0.0,0.0,0.0,0.61,0.61,,0.0,0.0,1.0,1.0,0.0,0.0,25.0,-133.33333333333334,1.1102230246251565e-16,4.070817756958907e-14,0.0,4.070817756958907e-14,0.555,0.555,0.555,0.555,4.0,4.0,0.0,0.44,0.44,,1.0,0.0,100.0,,73.91304347826083,73.91304347826086,73.91304347826086,-26.08695652173915,2.220446049250313e-16,,0.0,0.0,0.0,0.0
2017-07-13,0.44,0.44,0.67,0.61,0,0.0,1.0,2017-07-13,0.3468333333333333,0.0,0,,0.0,,,,0.0,1000.0,0.23000000000000004,0.6099999999999999,0.6099999999999999,0.6099999999999999,0.0,inf,1.0,0.0,0.5733333333333334,0.8033333333333335,0.34333333333333327,80.23255813953492,0.5797101449275361,0.0,0.0,0.61,0.61,1.0,1.0,0.0,0.0,0.0,0.61,0.61,,0.0,0.0,1.0,1.0,0.0,0.0,25.0,-133.33333333333334,1.1102230246251565e-16,4.070817756958907e-14,0.0,4.070817756958907e-14,0.555,0.555,0.555,0.555,4.0,4.0,0.0,0.67,,0.67,0.0,1.0,100.0,,73.91304347826083,73.91304347826086,73.91304347826086,-26.08695652173915,2.220446049250313e-16,,0.0,0.0,0.0,0.0
2017-07-14,0.44,0.44,0.67,0.61,0,0.0,1.0,2017-07-14,0.21824999999999997,0.0,0,,0.0,,,,0.0,1000.0,0.23000000000000004,0.6099999999999999,0.6099999999999999,0.6099999999999999,0.0,inf,1.0,0.0,0.5733333333333334,0.8033333333333335,0.34333333333333327,80.23255813953492,0.5797101449275361,0.0,0.0,0.61,0.61,1.0,1.0,0.0,0.0,0.0,0.61,0.61,,0.0,0.0,1.0,1.0,0.0,0.0,25.0,-133.33333333333334,1.1102230246251565e-16,4.070817756958907e-14,0.0,4.070817756958907e-14,0.555,0.555,0.555,0.555,4.0,4.0,0.0,0.44,0.44,,1.0,0.0,100.0,,73.91304347826083,73.91304347826086,73.91304347826086,-26.08695652173915,2.220446049250313e-16,,0.0,0.0,0.0,0.0
2017-07-15,0.44,0.44,0.67,0.61,0,0.0,1.0,2017-07-15,0.0,0.0,0,,0.0,,,,0.0,1000.0,0.23000000000000004,0.6099999999999999,0.6099999999999999,0.6099999999999999,0.0,inf,1.0,0.0,0.5733333333333334,0.8033333333333335,0.34333333333333327,80.23255813953492,0.5797101449275361,0.0,0.0,0.61,0.61,1.0,1.0,0.0,0.0,0.0,0.61,0.61,,0.0,0.0,1.0,1.0,0.0,0.0,25.0,-133.33333333333334,1.1102230246251565e-16,4.070817756958907e-14,0.0,4.070817756958907e-14,0.555,0.555,0.555,0.555,4.0,4.0,0.0,0.67,,0.67,0.0,1.0,100.0,,73.91304347826083,73.91304347826086,73.91304347826086,-26.08695652173915,2.220446049250313e-16,,0.0,0.0,0.0,0.0
